"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03622V04362","Country","C02293V02763","Direction","UNIT","VALUE"
"ASA03","Air and Sea Travel","2020","2020","US","United States","2","Departures","Thousand","267.7"
"ASA03","Air and Sea Travel","2020","2020","XB","Great Britain","1","Arrivals","Thousand","1808.7"
"ASA03","Air and Sea Travel","2020","2020","XB","Great Britain","2","Departures","Thousand","1855"
"ASA03","Air and Sea Travel","2020","2020","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","31.6"
"ASA03","Air and Sea Travel","2020","2020","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","30.3"
"ASA03","Air and Sea Travel","2020","2020","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","0.1"
"ASA03","Air and Sea Travel","2020","2020","ZZZ11","Other Countries(43)","2","Departures","Thousand","0.1"
"ASA03","Air and Sea Travel","2020","2020","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","9.7"
"ASA03","Air and Sea Travel","2020","2020","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","9.8"
"ASA03","Air and Sea Travel","2021","2021","-","All countries","1","Arrivals","Thousand","4955.9"
"ASA03","Air and Sea Travel","2021","2021","-","All countries","2","Departures","Thousand","5022"
"ASA03","Air and Sea Travel","2021","2021","AE","United Arab Emirates","1","Arrivals","Thousand","62"
"ASA03","Air and Sea Travel","2021","2021","AE","United Arab Emirates","2","Departures","Thousand","56.2"
"ASA03","Air and Sea Travel","2021","2021","AT","Austria","1","Arrivals","Thousand","24.9"
"ASA03","Air and Sea Travel","2021","2021","AT","Austria","2","Departures","Thousand","24.7"
"ASA03","Air and Sea Travel","2021","2021","BE","Belgium","1","Arrivals","Thousand","62.7"
"ASA03","Air and Sea Travel","2021","2021","BE","Belgium","2","Departures","Thousand","61.5"
"ASA03","Air and Sea Travel","2021","2021","BG","Bulgaria","1","Arrivals","Thousand","24.2"
"ASA03","Air and Sea Travel","2021","2021","BG","Bulgaria","2","Departures","Thousand","24.9"
"ASA03","Air and Sea Travel","2021","2021","CA","Canada","1","Arrivals","Thousand","26.5"
"ASA03","Air and Sea Travel","2021","2021","CA","Canada","2","Departures","Thousand","27.3"
"ASA03","Air and Sea Travel","2021","2021","CH","Switzerland","1","Arrivals","Thousand","51.3"
"ASA03","Air and Sea Travel","2021","2021","CH","Switzerland","2","Departures","Thousand","51.3"
"ASA03","Air and Sea Travel","2021","2021","CY","Cyprus","1","Arrivals","Thousand","6.5"
"ASA03","Air and Sea Travel","2021","2021","CY","Cyprus","2","Departures","Thousand","6.4"
"ASA03","Air and Sea Travel","2021","2021","CZ","Czech Republic","1","Arrivals","Thousand","20.6"
"ASA03","Air and Sea Travel","2021","2021","CZ","Czech Republic","2","Departures","Thousand","21.1"
"ASA03","Air and Sea Travel","2021","2021","DE","Germany","1","Arrivals","Thousand","247.3"
"ASA03","Air and Sea Travel","2021","2021","DE","Germany","2","Departures","Thousand","241.4"
"ASA03","Air and Sea Travel","2021","2021","DK","Denmark","1","Arrivals","Thousand","40.6"
"ASA03","Air and Sea Travel","2021","2021","DK","Denmark","2","Departures","Thousand","38.4"
"ASA03","Air and Sea Travel","2021","2021","EE","Estonia","1","Arrivals","Thousand","5.3"
"ASA03","Air and Sea Travel","2021","2021","EE","Estonia","2","Departures","Thousand","5.3"
"ASA03","Air and Sea Travel","2021","2021","ES","Spain","1","Arrivals","Thousand","673.3"
"ASA03","Air and Sea Travel","2021","2021","ES","Spain","2","Departures","Thousand","683.8"
"ASA03","Air and Sea Travel","2021","2021","FI","Finland","1","Arrivals","Thousand","13.5"
"ASA03","Air and Sea Travel","2021","2021","FI","Finland","2","Departures","Thousand","14.2"
"ASA03","Air and Sea Travel","2021","2021","FR","France","1","Arrivals","Thousand","306"
"ASA03","Air and Sea Travel","2021","2021","FR","France","2","Departures","Thousand","311.2"
"ASA03","Air and Sea Travel","2021","2021","GB99","Other UK (1)","1","Arrivals","Thousand","1.1"
"ASA03","Air and Sea Travel","2021","2021","GB99","Other UK (1)","2","Departures","Thousand","1.3"
"ASA03","Air and Sea Travel","2021","2021","GR","Greece","1","Arrivals","Thousand","64.4"
"ASA03","Air and Sea Travel","2021","2021","GR","Greece","2","Departures","Thousand","63.9"
"ASA03","Air and Sea Travel","2021","2021","HR","Croatia","1","Arrivals","Thousand","28.6"
"ASA03","Air and Sea Travel","2021","2021","HR","Croatia","2","Departures","Thousand","29"
"ASA03","Air and Sea Travel","2021","2021","HU","Hungary","1","Arrivals","Thousand","46.4"
"ASA03","Air and Sea Travel","2021","2021","HU","Hungary","2","Departures","Thousand","47.5"
"ASA03","Air and Sea Travel","2021","2021","IS","Iceland","1","Arrivals","Thousand","9.1"
"ASA03","Air and Sea Travel","2021","2021","IS","Iceland","2","Departures","Thousand","9.4"
"ASA03","Air and Sea Travel","2021","2021","IT","Italy","1","Arrivals","Thousand","219.2"
"ASA03","Air and Sea Travel","2021","2021","IT","Italy","2","Departures","Thousand","218.8"
"ASA03","Air and Sea Travel","2021","2021","LT","Lithuania","1","Arrivals","Thousand","56.1"
"ASA03","Air and Sea Travel","2021","2021","LT","Lithuania","2","Departures","Thousand","58.5"
"ASA03","Air and Sea Travel","2021","2021","LU","Luxembourg","1","Arrivals","Thousand","9"
"ASA03","Air and Sea Travel","2021","2021","LU","Luxembourg","2","Departures","Thousand","9.1"
"ASA03","Air and Sea Travel","2021","2021","LV","Latvia","1","Arrivals","Thousand","32.8"
"ASA03","Air and Sea Travel","2021","2021","LV","Latvia","2","Departures","Thousand","34.3"
"ASA03","Air and Sea Travel","2021","2021","MT","Malta","1","Arrivals","Thousand","16.6"
"ASA03","Air and Sea Travel","2021","2021","MT","Malta","2","Departures","Thousand","16.9"
"ASA03","Air and Sea Travel","2021","2021","NL","Netherlands","1","Arrivals","Thousand","229.1"
"ASA03","Air and Sea Travel","2021","2021","NL","Netherlands","2","Departures","Thousand","218.4"
"ASA03","Air and Sea Travel","2021","2021","NO","Norway","1","Arrivals","Thousand","5.1"
"ASA03","Air and Sea Travel","2021","2021","NO","Norway","2","Departures","Thousand","5.3"
"ASA03","Air and Sea Travel","2021","2021","PL","Poland","1","Arrivals","Thousand","241.4"
"ASA03","Air and Sea Travel","2021","2021","PL","Poland","2","Departures","Thousand","252"
"ASA03","Air and Sea Travel","2021","2021","PT","Portugal","1","Arrivals","Thousand","218.7"
"ASA03","Air and Sea Travel","2021","2021","PT","Portugal","2","Departures","Thousand","220.9"
"ASA03","Air and Sea Travel","2021","2021","QA","Qatar","1","Arrivals","Thousand","29.9"
"ASA03","Air and Sea Travel","2021","2021","QA","Qatar","2","Departures","Thousand","23.8"
"ASA03","Air and Sea Travel","2021","2021","RO","Romania","1","Arrivals","Thousand","87.8"
"ASA03","Air and Sea Travel","2021","2021","RO","Romania","2","Departures","Thousand","84.7"
"ASA03","Air and Sea Travel","2021","2021","SE","Sweden","1","Arrivals","Thousand","24.4"
"ASA03","Air and Sea Travel","2021","2021","SE","Sweden","2","Departures","Thousand","25.4"
"ASA03","Air and Sea Travel","2021","2021","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2021","2021","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2021","2021","SK","Slovakia","1","Arrivals","Thousand","16.9"
"ASA03","Air and Sea Travel","2021","2021","SK","Slovakia","2","Departures","Thousand","17.3"
"ASA03","Air and Sea Travel","2021","2021","TR","Turkey","1","Arrivals","Thousand","64.6"
"ASA03","Air and Sea Travel","2021","2021","TR","Turkey","2","Departures","Thousand","62"
"ASA03","Air and Sea Travel","2021","2021","US","United States","1","Arrivals","Thousand","244.9"
"ASA03","Air and Sea Travel","2021","2021","US","United States","2","Departures","Thousand","248.4"
"ASA03","Air and Sea Travel","2021","2021","XB","Great Britain","1","Arrivals","Thousand","1693.3"
"ASA03","Air and Sea Travel","2021","2021","XB","Great Britain","2","Departures","Thousand","1756.2"
"ASA03","Air and Sea Travel","2021","2021","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","43.4"
"ASA03","Air and Sea Travel","2021","2021","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","44"
"ASA03","Air and Sea Travel","2021","2021","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2021","2021","ZZZ11","Other Countries(43)","2","Departures","Thousand","0.3"
"ASA03","Air and Sea Travel","2021","2021","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","8.1"
"ASA03","Air and Sea Travel","2021","2021","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","7.2"
"ASA03","Air and Sea Travel","2022","2022","-","All countries","1","Arrivals","Thousand","17257"
"ASA03","Air and Sea Travel","2022","2022","-","All countries","2","Departures","Thousand","17172.3"
"ASA03","Air and Sea Travel","2022","2022","AE","United Arab Emirates","1","Arrivals","Thousand","228.2"
"ASA03","Air and Sea Travel","2022","2022","AE","United Arab Emirates","2","Departures","Thousand","227"
"ASA03","Air and Sea Travel","2022","2022","AT","Austria","1","Arrivals","Thousand","98.1"
"ASA03","Air and Sea Travel","2022","2022","AT","Austria","2","Departures","Thousand","97"
"ASA03","Air and Sea Travel","2022","2022","BE","Belgium","1","Arrivals","Thousand","213"
"ASA03","Air and Sea Travel","2022","2022","BE","Belgium","2","Departures","Thousand","208.7"
"ASA03","Air and Sea Travel","2022","2022","BG","Bulgaria","1","Arrivals","Thousand","65.5"
"ASA03","Air and Sea Travel","2022","2022","BG","Bulgaria","2","Departures","Thousand","64.6"
"ASA03","Air and Sea Travel","2022","2022","CA","Canada","1","Arrivals","Thousand","228.2"
"ASA03","Air and Sea Travel","2022","2022","CA","Canada","2","Departures","Thousand","236.6"
"ASA03","Air and Sea Travel","2022","2022","CH","Switzerland","1","Arrivals","Thousand","220.1"
"ASA03","Air and Sea Travel","2022","2022","CH","Switzerland","2","Departures","Thousand","217.7"
"ASA03","Air and Sea Travel","2022","2022","CY","Cyprus","1","Arrivals","Thousand","15"
"ASA03","Air and Sea Travel","2022","2022","CY","Cyprus","2","Departures","Thousand","15"
"ASA03","Air and Sea Travel","2022","2022","CZ","Czech Republic","1","Arrivals","Thousand","75.1"
"ASA03","Air and Sea Travel","2022","2022","CZ","Czech Republic","2","Departures","Thousand","74.3"
"ASA03","Air and Sea Travel","2022","2022","DE","Germany","1","Arrivals","Thousand","906.6"
"ASA03","Air and Sea Travel","2022","2022","DE","Germany","2","Departures","Thousand","894.3"
"ASA03","Air and Sea Travel","2022","2022","DK","Denmark","1","Arrivals","Thousand","115"
"ASA03","Air and Sea Travel","2022","2022","DK","Denmark","2","Departures","Thousand","115"
"ASA03","Air and Sea Travel","2022","2022","EE","Estonia","1","Arrivals","Thousand","14"
"ASA03","Air and Sea Travel","2022","2022","EE","Estonia","2","Departures","Thousand","13.7"
"ASA03","Air and Sea Travel","2022","2022","ES","Spain","1","Arrivals","Thousand","2297.2"
"ASA03","Air and Sea Travel","2022","2022","ES","Spain","2","Departures","Thousand","2297.5"
"ASA03","Air and Sea Travel","2022","2022","FI","Finland","1","Arrivals","Thousand","46"
"ASA03","Air and Sea Travel","2022","2022","FI","Finland","2","Departures","Thousand","46.9"
"ASA03","Air and Sea Travel","2022","2022","FR","France","1","Arrivals","Thousand","1149.1"
"ASA03","Air and Sea Travel","2022","2022","FR","France","2","Departures","Thousand","1140.1"
"ASA03","Air and Sea Travel","2022","2022","GB99","Other UK (1)","1","Arrivals","Thousand","25.7"
"ASA03","Air and Sea Travel","2022","2022","GB99","Other UK (1)","2","Departures","Thousand","26.3"
"ASA03","Air and Sea Travel","2022","2022","GR","Greece","1","Arrivals","Thousand","136.4"
"ASA03","Air and Sea Travel","2022","2022","GR","Greece","2","Departures","Thousand","137"
"ASA03","Air and Sea Travel","2022","2022","HR","Croatia","1","Arrivals","Thousand","134.4"
"ASA03","Air and Sea Travel","2022","2022","HR","Croatia","2","Departures","Thousand","130.5"
"ASA03","Air and Sea Travel","2022","2022","HU","Hungary","1","Arrivals","Thousand","96.5"
"ASA03","Air and Sea Travel","2022","2022","HU","Hungary","2","Departures","Thousand","94.5"
"ASA03","Air and Sea Travel","2022","2022","IS","Iceland","1","Arrivals","Thousand","62.4"
"ASA03","Air and Sea Travel","2022","2022","IS","Iceland","2","Departures","Thousand","62.6"
"ASA03","Air and Sea Travel","2022","2022","IT","Italy","1","Arrivals","Thousand","851.8"
"ASA03","Air and Sea Travel","2022","2022","IT","Italy","2","Departures","Thousand","840.9"
"ASA03","Air and Sea Travel","2022","2022","LT","Lithuania","1","Arrivals","Thousand","119.9"
"ASA03","Air and Sea Travel","2022","2022","LT","Lithuania","2","Departures","Thousand","118.1"
"ASA03","Air and Sea Travel","2022","2022","LU","Luxembourg","1","Arrivals","Thousand","33.1"
"ASA03","Air and Sea Travel","2022","2022","LU","Luxembourg","2","Departures","Thousand","33"
"ASA03","Air and Sea Travel","2022","2022","LV","Latvia","1","Arrivals","Thousand","63.8"
"ASA03","Air and Sea Travel","2022","2022","LV","Latvia","2","Departures","Thousand","63.1"
"ASA03","Air and Sea Travel","2022","2022","MT","Malta","1","Arrivals","Thousand","38.6"
"ASA03","Air and Sea Travel","2022","2022","MT","Malta","2","Departures","Thousand","39.2"
"ASA03","Air and Sea Travel","2022","2022","NL","Netherlands","1","Arrivals","Thousand","629.9"
"ASA03","Air and Sea Travel","2022","2022","NL","Netherlands","2","Departures","Thousand","622.6"
"ASA03","Air and Sea Travel","2022","2022","NO","Norway","1","Arrivals","Thousand","37.2"
"ASA03","Air and Sea Travel","2022","2022","NO","Norway","2","Departures","Thousand","38.9"
"ASA03","Air and Sea Travel","2022","2022","PL","Poland","1","Arrivals","Thousand","483.5"
"ASA03","Air and Sea Travel","2022","2022","PL","Poland","2","Departures","Thousand","463.1"
"ASA03","Air and Sea Travel","2022","2022","PT","Portugal","1","Arrivals","Thousand","698.5"
"ASA03","Air and Sea Travel","2022","2022","PT","Portugal","2","Departures","Thousand","695.6"
"ASA03","Air and Sea Travel","2022","2022","QA","Qatar","1","Arrivals","Thousand","112.3"
"ASA03","Air and Sea Travel","2022","2022","QA","Qatar","2","Departures","Thousand","104.4"
"ASA03","Air and Sea Travel","2022","2022","RO","Romania","1","Arrivals","Thousand","167.6"
"ASA03","Air and Sea Travel","2022","2022","RO","Romania","2","Departures","Thousand","159.2"
"ASA03","Air and Sea Travel","2022","2022","SE","Sweden","1","Arrivals","Thousand","52.7"
"ASA03","Air and Sea Travel","2022","2022","SE","Sweden","2","Departures","Thousand","53"
"ASA03","Air and Sea Travel","2022","2022","SI","Slovenia","1","Arrivals","Thousand","0.1"
"ASA03","Air and Sea Travel","2022","2022","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2022","2022","SK","Slovakia","1","Arrivals","Thousand","54.2"
"ASA03","Air and Sea Travel","2022","2022","SK","Slovakia","2","Departures","Thousand","51.2"
"ASA03","Air and Sea Travel","2022","2022","TR","Turkey","1","Arrivals","Thousand","179.8"
"ASA03","Air and Sea Travel","2022","2022","TR","Turkey","2","Departures","Thousand","172.3"
"ASA03","Air and Sea Travel","2022","2022","US","United States","1","Arrivals","Thousand","1486.4"
"ASA03","Air and Sea Travel","2022","2022","US","United States","2","Departures","Thousand","1536.3"
"ASA03","Air and Sea Travel","2022","2022","XB","Great Britain","1","Arrivals","Thousand","6026.2"
"ASA03","Air and Sea Travel","2022","2022","XB","Great Britain","2","Departures","Thousand","5990.5"
"ASA03","Air and Sea Travel","2022","2022","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","54.4"
"ASA03","Air and Sea Travel","2022","2022","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","49.5"
"ASA03","Air and Sea Travel","2022","2022","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2022","2022","ZZZ11","Other Countries(43)","2","Departures","Thousand","0.2"
"ASA03","Air and Sea Travel","2022","2022","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","40.4"
"ASA03","Air and Sea Travel","2022","2022","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","42"
"ASA03","Air and Sea Travel","2023","2023","-","All countries","1","Arrivals","Thousand","20625.6"
"ASA03","Air and Sea Travel","2023","2023","-","All countries","2","Departures","Thousand","20626.2"
"ASA03","Air and Sea Travel","2023","2023","AE","United Arab Emirates","1","Arrivals","Thousand","335.9"
"ASA03","Air and Sea Travel","2023","2023","AE","United Arab Emirates","2","Departures","Thousand","332"
"ASA03","Air and Sea Travel","2023","2023","AT","Austria","1","Arrivals","Thousand","115.9"
"ASA03","Air and Sea Travel","2023","2023","AT","Austria","2","Departures","Thousand","114.4"
"ASA03","Air and Sea Travel","2023","2023","BE","Belgium","1","Arrivals","Thousand","256.1"
"ASA03","Air and Sea Travel","2023","2023","BE","Belgium","2","Departures","Thousand","253.1"
"ASA03","Air and Sea Travel","2023","2023","BG","Bulgaria","1","Arrivals","Thousand","59.8"
"ASA03","Air and Sea Travel","2023","2023","BG","Bulgaria","2","Departures","Thousand","60.3"
"ASA03","Air and Sea Travel","2023","2023","CA","Canada","1","Arrivals","Thousand","251.3"
"ASA03","Air and Sea Travel","2023","2023","CA","Canada","2","Departures","Thousand","264.4"
"ASA03","Air and Sea Travel","2023","2023","CH","Switzerland","1","Arrivals","Thousand","265.9"
"ASA03","Air and Sea Travel","2023","2023","CH","Switzerland","2","Departures","Thousand","261.9"
"ASA03","Air and Sea Travel","2023","2023","CY","Cyprus","1","Arrivals","Thousand","17"
"ASA03","Air and Sea Travel","2023","2023","CY","Cyprus","2","Departures","Thousand","17"
"ASA03","Air and Sea Travel","2023","2023","CZ","Czech Republic","1","Arrivals","Thousand","95.6"
"ASA03","Air and Sea Travel","2023","2023","CZ","Czech Republic","2","Departures","Thousand","96.8"
"ASA03","Air and Sea Travel","2023","2023","DE","Germany","1","Arrivals","Thousand","1010.4"
"ASA03","Air and Sea Travel","2023","2023","DE","Germany","2","Departures","Thousand","1012.7"
"ASA03","Air and Sea Travel","2023","2023","DK","Denmark","1","Arrivals","Thousand","156.7"
"ASA03","Air and Sea Travel","2023","2023","DK","Denmark","2","Departures","Thousand","158.8"
"ASA03","Air and Sea Travel","2023","2023","EE","Estonia","1","Arrivals","Thousand","7"
"ASA03","Air and Sea Travel","2023","2023","EE","Estonia","2","Departures","Thousand","7"
"ASA03","Air and Sea Travel","2023","2023","ES","Spain","1","Arrivals","Thousand","2780.9"
"ASA03","Air and Sea Travel","2023","2023","ES","Spain","2","Departures","Thousand","2783.2"
"ASA03","Air and Sea Travel","2023","2023","FI","Finland","1","Arrivals","Thousand","57.6"
"ASA03","Air and Sea Travel","2023","2023","FI","Finland","2","Departures","Thousand","59.3"
"ASA03","Air and Sea Travel","2023","2023","FR","France","1","Arrivals","Thousand","1416.3"
"ASA03","Air and Sea Travel","2023","2023","FR","France","2","Departures","Thousand","1419.4"
"ASA03","Air and Sea Travel","2023","2023","GB99","Other UK (1)","1","Arrivals","Thousand","33.8"
"ASA03","Air and Sea Travel","2023","2023","GB99","Other UK (1)","2","Departures","Thousand","35.6"
"ASA03","Air and Sea Travel","2023","2023","GR","Greece","1","Arrivals","Thousand","178"
"ASA03","Air and Sea Travel","2023","2023","GR","Greece","2","Departures","Thousand","180.3"
"ASA03","Air and Sea Travel","2023","2023","HR","Croatia","1","Arrivals","Thousand","142.5"
"ASA03","Air and Sea Travel","2023","2023","HR","Croatia","2","Departures","Thousand","137.6"
"ASA03","Air and Sea Travel","2023","2023","HU","Hungary","1","Arrivals","Thousand","122.1"
"ASA03","Air and Sea Travel","2023","2023","HU","Hungary","2","Departures","Thousand","122.2"
"ASA03","Air and Sea Travel","2023","2023","IS","Iceland","1","Arrivals","Thousand","88.3"
"ASA03","Air and Sea Travel","2023","2023","IS","Iceland","2","Departures","Thousand","91"
"ASA03","Air and Sea Travel","2023","2023","IT","Italy","1","Arrivals","Thousand","1009.4"
"ASA03","Air and Sea Travel","2023","2023","IT","Italy","2","Departures","Thousand","1000.8"
"ASA03","Air and Sea Travel","2023","2023","LT","Lithuania","1","Arrivals","Thousand","99.3"
"ASA03","Air and Sea Travel","2023","2023","LT","Lithuania","2","Departures","Thousand","99.3"
"ASA03","Air and Sea Travel","2023","2023","LU","Luxembourg","1","Arrivals","Thousand","52.3"
"ASA03","Air and Sea Travel","2023","2023","LU","Luxembourg","2","Departures","Thousand","52.4"
"ASA03","Air and Sea Travel","2023","2023","LV","Latvia","1","Arrivals","Thousand","53.9"
"ASA03","Air and Sea Travel","2023","2023","LV","Latvia","2","Departures","Thousand","54.9"
"ASA03","Air and Sea Travel","2023","2023","MT","Malta","1","Arrivals","Thousand","52"
"ASA03","Air and Sea Travel","2023","2023","MT","Malta","2","Departures","Thousand","51.9"
"ASA03","Air and Sea Travel","2023","2023","NL","Netherlands","1","Arrivals","Thousand","728.1"
"ASA03","Air and Sea Travel","2023","2023","NL","Netherlands","2","Departures","Thousand","725.2"
"ASA03","Air and Sea Travel","2023","2023","NO","Norway","1","Arrivals","Thousand","56.9"
"ASA03","Air and Sea Travel","2023","2023","NO","Norway","2","Departures","Thousand","59.1"
"ASA03","Air and Sea Travel","2023","2023","PL","Poland","1","Arrivals","Thousand","520.5"
"ASA03","Air and Sea Travel","2023","2023","PL","Poland","2","Departures","Thousand","516.2"
"ASA03","Air and Sea Travel","2023","2023","PT","Portugal","1","Arrivals","Thousand","802.5"
"ASA03","Air and Sea Travel","2023","2023","PT","Portugal","2","Departures","Thousand","799.3"
"ASA03","Air and Sea Travel","2023","2023","QA","Qatar","1","Arrivals","Thousand","161.8"
"ASA03","Air and Sea Travel","2023","2023","QA","Qatar","2","Departures","Thousand","152.6"
"ASA03","Air and Sea Travel","2023","2023","RO","Romania","1","Arrivals","Thousand","159.4"
"ASA03","Air and Sea Travel","2023","2023","RO","Romania","2","Departures","Thousand","156"
"ASA03","Air and Sea Travel","2023","2023","SE","Sweden","1","Arrivals","Thousand","96.1"
"ASA03","Air and Sea Travel","2023","2023","SE","Sweden","2","Departures","Thousand","93.6"
"ASA03","Air and Sea Travel","2023","2023","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2023","2023","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2023","2023","SK","Slovakia","1","Arrivals","Thousand","45.5"
"ASA03","Air and Sea Travel","2023","2023","SK","Slovakia","2","Departures","Thousand","44.7"
"ASA03","Air and Sea Travel","2023","2023","TR","Turkey","1","Arrivals","Thousand","207.7"
"ASA03","Air and Sea Travel","2023","2023","TR","Turkey","2","Departures","Thousand","206.8"
"ASA03","Air and Sea Travel","2023","2023","US","United States","1","Arrivals","Thousand","1809.8"
"ASA03","Air and Sea Travel","2023","2023","US","United States","2","Departures","Thousand","1872.7"
"ASA03","Air and Sea Travel","2023","2023","XB","Great Britain","1","Arrivals","Thousand","7217.7"
"ASA03","Air and Sea Travel","2023","2023","XB","Great Britain","2","Departures","Thousand","7180.5"
"ASA03","Air and Sea Travel","2023","2023","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","60.4"
"ASA03","Air and Sea Travel","2023","2023","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","56.9"
"ASA03","Air and Sea Travel","2023","2023","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","2.3"
"ASA03","Air and Sea Travel","2023","2023","ZZZ11","Other Countries(43)","2","Departures","Thousand","2.3"
"ASA03","Air and Sea Travel","2023","2023","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","99.3"
"ASA03","Air and Sea Travel","2023","2023","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","94.2"
"ASA03","Air and Sea Travel","2024","2024","-","All countries","1","Arrivals","Thousand","21424.6"
"ASA03","Air and Sea Travel","2024","2024","-","All countries","2","Departures","Thousand","21458.5"
"ASA03","Air and Sea Travel","2024","2024","AE","United Arab Emirates","1","Arrivals","Thousand","375.1"
"ASA03","Air and Sea Travel","2024","2024","AE","United Arab Emirates","2","Departures","Thousand","367.5"
"ASA03","Air and Sea Travel","2024","2024","AT","Austria","1","Arrivals","Thousand","128.7"
"ASA03","Air and Sea Travel","2024","2024","AT","Austria","2","Departures","Thousand","127.5"
"ASA03","Air and Sea Travel","2024","2024","BE","Belgium","1","Arrivals","Thousand","274.6"
"ASA03","Air and Sea Travel","2024","2024","BE","Belgium","2","Departures","Thousand","270"
"ASA03","Air and Sea Travel","2024","2024","BG","Bulgaria","1","Arrivals","Thousand","53.8"
"ASA03","Air and Sea Travel","2024","2024","BG","Bulgaria","2","Departures","Thousand","54.8"
"ASA03","Air and Sea Travel","2024","2024","CA","Canada","1","Arrivals","Thousand","287.7"
"ASA03","Air and Sea Travel","2024","2024","CA","Canada","2","Departures","Thousand","299.2"
"ASA03","Air and Sea Travel","2024","2024","CH","Switzerland","1","Arrivals","Thousand","278.8"
"ASA03","Air and Sea Travel","2024","2024","CH","Switzerland","2","Departures","Thousand","276.9"
"ASA03","Air and Sea Travel","2024","2024","CY","Cyprus","1","Arrivals","Thousand","18.1"
"ASA03","Air and Sea Travel","2024","2024","CY","Cyprus","2","Departures","Thousand","18.1"
"ASA03","Air and Sea Travel","2024","2024","CZ","Czech Republic","1","Arrivals","Thousand","101.7"
"ASA03","Air and Sea Travel","2024","2024","CZ","Czech Republic","2","Departures","Thousand","102.3"
"ASA03","Air and Sea Travel","2024","2024","DE","Germany","1","Arrivals","Thousand","998.8"
"ASA03","Air and Sea Travel","2024","2024","DE","Germany","2","Departures","Thousand","1002.8"
"ASA03","Air and Sea Travel","2024","2024","DK","Denmark","1","Arrivals","Thousand","149.1"
"ASA03","Air and Sea Travel","2024","2024","DK","Denmark","2","Departures","Thousand","152.5"
"ASA03","Air and Sea Travel","2024","2024","EE","Estonia","1","Arrivals","Thousand","18.1"
"ASA03","Air and Sea Travel","2024","2024","EE","Estonia","2","Departures","Thousand","17.6"
"ASA03","Air and Sea Travel","2024","2024","ES","Spain","1","Arrivals","Thousand","3031.9"
"ASA03","Air and Sea Travel","2024","2024","ES","Spain","2","Departures","Thousand","3032.7"
"ASA03","Air and Sea Travel","2024","2024","FI","Finland","1","Arrivals","Thousand","72.5"
"ASA03","Air and Sea Travel","2024","2024","FI","Finland","2","Departures","Thousand","71.6"
"ASA03","Air and Sea Travel","2024","2024","FR","France","1","Arrivals","Thousand","1407.8"
"ASA03","Air and Sea Travel","2024","2024","FR","France","2","Departures","Thousand","1411.6"
"ASA03","Air and Sea Travel","2024","2024","GB99","Other UK (1)","1","Arrivals","Thousand","33.7"
"ASA03","Air and Sea Travel","2024","2024","GB99","Other UK (1)","2","Departures","Thousand","35.9"
"ASA03","Air and Sea Travel","2024","2024","GR","Greece","1","Arrivals","Thousand","193.3"
"ASA03","Air and Sea Travel","2024","2024","GR","Greece","2","Departures","Thousand","196.3"
"ASA03","Air and Sea Travel","2024","2024","HR","Croatia","1","Arrivals","Thousand","171.3"
"ASA03","Air and Sea Travel","2024","2024","HR","Croatia","2","Departures","Thousand","166.7"
"ASA03","Air and Sea Travel","2024","2024","HU","Hungary","1","Arrivals","Thousand","123"
"ASA03","Air and Sea Travel","2024","2024","HU","Hungary","2","Departures","Thousand","123.1"
"ASA03","Air and Sea Travel","2024","2024","IS","Iceland","1","Arrivals","Thousand","95.9"
"ASA03","Air and Sea Travel","2024","2024","IS","Iceland","2","Departures","Thousand","97.8"
"ASA03","Air and Sea Travel","2024","2024","IT","Italy","1","Arrivals","Thousand","1050.7"
"ASA03","Air and Sea Travel","2024","2024","IT","Italy","2","Departures","Thousand","1044.8"
